Fakultät,Code,Id,Kanton,Einwohner,Jahr,Semester,Immatrikulationen
Lehrerausbildung,SZ,5,Schwyz,159165,2009,HS,0
Lehrerausbildung,OW,6,Obwalden,37841,2009,HS,0
Lehrerausbildung,GL,8,Glarus,40403,2009,HS,0
Lehrerausbildung,ZG,9,Zug,126837,2009,HS,0
Lehrerausbildung,FR,10,Freiburg,318714,2009,HS,0
Lehrerausbildung,SO,11,Solothurn,273194,2009,HS,0
Lehrerausbildung,BL,13,Basel-Landschaft,288132,2009,HS,0
Lehrerausbildung,SH,14,Schaffhausen,81991,2009,HS,0
Lehrerausbildung,AI,16,Appenzell Innerrhoden,16145,2009,HS,0
Lehrerausbildung,SG,17,St. Gallen,507697,2009,HS,0
Lehrerausbildung,GR,18,Graubünden,198379,2009,HS,0
Lehrerausbildung,AG,19,Aargau,677387,2009,HS,0
Lehrerausbildung,TG,20,Thurgau,276472,2009,HS,0
Lehrerausbildung,TI,21,Tessin,353343,2009,HS,0
Lehrerausbildung,VD,22,Waadt,799145,2009,HS,0
Lehrerausbildung,VS,23,Wallis,343955,2009,HS,0
Lehrerausbildung,NE,24,Neuenburg,176850,2009,HS,0
Lehrerausbildung,GE,25,Genf,499480,2009,HS,0
Lehrerausbildung,JU,26,Jura,73419,2009,HS,0
Theologie,NW,7,Nidwalden,43223,2009,HS,0
Jurisprudenz,NW,7,Nidwalden,43223,2009,HS,0.5
Medizin,NW,7,Nidwalden,43223,2009,HS,4
Philosophie I,NW,7,Nidwalden,43223,2009,HS,3
Psychologie,NW,7,Nidwalden,43223,2009,HS,0
Wirtschaftswissenschaften,NW,7,Nidwalden,43223,2009,HS,0
Philosophie II,NW,7,Nidwalden,43223,2009,HS,2.5
Lehrerausbildung,NW,7,Nidwalden,43223,2009,HS,0
Theologie,AR,15,Appenzell Ausserrhoden,55234,2009,HS,0
Jurisprudenz,AR,15,Appenzell Ausserrhoden,55234,2009,HS,0
Medizin,AR,15,Appenzell Ausserrhoden,55234,2009,HS,3.5
Philosophie I,AR,15,Appenzell Ausserrhoden,55234,2009,HS,3.5
Psychologie,AR,15,Appenzell Ausserrhoden,55234,2009,HS,3
Wirtschaftswissenschaften,AR,15,Appenzell Ausserrhoden,55234,2009,HS,0
Philosophie II,AR,15,Appenzell Ausserrhoden,55234,2009,HS,3.5
Lehrerausbildung,AR,15,Appenzell Ausserrhoden,55234,2009,HS,0
Theologie,BS,12,Basel-Stadt,194766,2010,FS,0
Theologie,ZH,1,Zürich,1520968,2010,FS,0
Theologie,BE,2,Bern,1034977,2010,FS,1
Theologie,LU,3,Luzern,409557,2010,FS,0
Theologie,UR,4,Uri,36433,2010,FS,0
Theologie,SZ,5,Schwyz,159165,2010,FS,0
Theologie,OW,6,Obwalden,37841,2010,FS,0
Theologie,GL,8,Glarus,40403,2010,FS,0
Theologie,ZG,9,Zug,126837,2010,FS,0
Theologie,FR,10,Freiburg,318714,2010,FS,0
Theologie,SO,11,Solothurn,273194,2010,FS,2
Theologie,BL,13,Basel-Landschaft,288132,2010,FS,1
Theologie,SH,14,Schaffhausen,81991,2010,FS,0
Theologie,AI,16,Appenzell Innerrhoden,16145,2010,FS,0
Theologie,SG,17,St. Gallen,507697,2010,FS,0
Theologie,GR,18,Graubünden,198379,2010,FS,0
Theologie,AG,19,Aargau,677387,2010,FS,0
Theologie,TG,20,Thurgau,276472,2010,FS,0
Theologie,TI,21,Tessin,353343,2010,FS,0
Theologie,VD,22,Waadt,799145,2010,FS,0
Theologie,VS,23,Wallis,343955,2010,FS,0
Theologie,NE,24,Neuenburg,176850,2010,FS,0
Theologie,GE,25,Genf,499480,2010,FS,0
Theologie,JU,26,Jura,73419,2010,FS,0
Jurisprudenz,BS,12,Basel-Stadt,194766,2010,FS,3
Jurisprudenz,ZH,1,Zürich,1520968,2010,FS,0
Jurisprudenz,BE,2,Bern,1034977,2010,FS,0
Jurisprudenz,LU,3,Luzern,409557,2010,FS,1
Jurisprudenz,UR,4,Uri,36433,2010,FS,0
Jurisprudenz,SZ,5,Schwyz,159165,2010,FS,0
Jurisprudenz,OW,6,Obwalden,37841,2010,FS,0
Jurisprudenz,GL,8,Glarus,40403,2010,FS,0
Jurisprudenz,ZG,9,Zug,126837,2010,FS,0
Jurisprudenz,FR,10,Freiburg,318714,2010,FS,0
Jurisprudenz,SO,11,Solothurn,273194,2010,FS,0
Jurisprudenz,BL,13,Basel-Landschaft,288132,2010,FS,8
Jurisprudenz,SH,14,Schaffhausen,81991,2010,FS,0
Jurisprudenz,AI,16,Appenzell Innerrhoden,16145,2010,FS,0
Jurisprudenz,SG,17,St. Gallen,507697,2010,FS,0
Jurisprudenz,GR,18,Graubünden,198379,2010,FS,0
Jurisprudenz,AG,19,Aargau,677387,2010,FS,3
Jurisprudenz,TG,20,Thurgau,276472,2010,FS,0
Jurisprudenz,TI,21,Tessin,353343,2010,FS,0
Jurisprudenz,VD,22,Waadt,799145,2010,FS,0
Jurisprudenz,VS,23,Wallis,343955,2010,FS,0
Jurisprudenz,NE,24,Neuenburg,176850,2010,FS,0
Jurisprudenz,GE,25,Genf,499480,2010,FS,0
Jurisprudenz,JU,26,Jura,73419,2010,FS,0
Medizin,BS,12,Basel-Stadt,194766,2010,FS,8
Medizin,ZH,1,Zürich,1520968,2010,FS,3
Medizin,BE,2,Bern,1034977,2010,FS,3
Medizin,LU,3,Luzern,409557,2010,FS,2
Medizin,UR,4,Uri,36433,2010,FS,0
Medizin,SZ,5,Schwyz,159165,2010,FS,0
Medizin,OW,6,Obwalden,37841,2010,FS,0
Medizin,GL,8,Glarus,40403,2010,FS,0
Medizin,ZG,9,Zug,126837,2010,FS,1
Medizin,FR,10,Freiburg,318714,2010,FS,0
Medizin,SO,11,Solothurn,273194,2010,FS,0
Medizin,BL,13,Basel-Landschaft,288132,2010,FS,5
Medizin,SH,14,Schaffhausen,81991,2010,FS,0
Medizin,AI,16,Appenzell Innerrhoden,16145,2010,FS,0.5
Medizin,SG,17,St. Gallen,507697,2010,FS,2
Medizin,GR,18,Graubünden,198379,2010,FS,0
Medizin,AG,19,Aargau,677387,2010,FS,7
Medizin,TG,20,Thurgau,276472,2010,FS,2
Medizin,TI,21,Tessin,353343,2010,FS,1
Medizin,VD,22,Waadt,799145,2010,FS,0
Medizin,VS,23,Wallis,343955,2010,FS,0
Medizin,NE,24,Neuenburg,176850,2010,FS,1
Medizin,GE,25,Genf,499480,2010,FS,0
Medizin,JU,26,Jura,73419,2010,FS,0
Philosophie I,BS,12,Basel-Stadt,194766,2010,FS,5
Philosophie I,ZH,1,Zürich,1520968,2010,FS,2
Philosophie I,BE,2,Bern,1034977,2010,FS,8
Philosophie I,LU,3,Luzern,409557,2010,FS,4
Philosophie I,UR,4,Uri,36433,2010,FS,0
Philosophie I,SZ,5,Schwyz,159165,2010,FS,4
Philosophie I,OW,6,Obwalden,37841,2010,FS,0
Philosophie I,GL,8,Glarus,40403,2010,FS,0
Philosophie I,ZG,9,Zug,126837,2010,FS,2
Philosophie I,FR,10,Freiburg,318714,2010,FS,2
Philosophie I,SO,11,Solothurn,273194,2010,FS,4
Philosophie I,BL,13,Basel-Landschaft,288132,2010,FS,15
Philosophie I,SH,14,Schaffhausen,81991,2010,FS,0
Philosophie I,AI,16,Appenzell Innerrhoden,16145,2010,FS,0
Philosophie I,SG,17,St. Gallen,507697,2010,FS,4
Philosophie I,GR,18,Graubünden,198379,2010,FS,1
Philosophie I,AG,19,Aargau,677387,2010,FS,6
Philosophie I,TG,20,Thurgau,276472,2010,FS,1
Philosophie I,TI,21,Tessin,353343,2010,FS,0
Philosophie I,VD,22,Waadt,799145,2010,FS,1
Philosophie I,VS,23,Wallis,343955,2010,FS,2
Philosophie I,NE,24,Neuenburg,176850,2010,FS,0
Philosophie I,GE,25,Genf,499480,2010,FS,0
Philosophie I,JU,26,Jura,73419,2010,FS,1
Psychologie,BS,12,Basel-Stadt,194766,2010,FS,2
Psychologie,ZH,1,Zürich,1520968,2010,FS,2
Psychologie,BE,2,Bern,1034977,2010,FS,1
Psychologie,LU,3,Luzern,409557,2010,FS,0
Psychologie,UR,4,Uri,36433,2010,FS,0
Psychologie,SZ,5,Schwyz,159165,2010,FS,0
Psychologie,OW,6,Obwalden,37841,2010,FS,0
Psychologie,GL,8,Glarus,40403,2010,FS,0
Psychologie,ZG,9,Zug,126837,2010,FS,0
Psychologie,FR,10,Freiburg,318714,2010,FS,0
Psychologie,SO,11,Solothurn,273194,2010,FS,1
Psychologie,BL,13,Basel-Landschaft,288132,2010,FS,2
Psychologie,SH,14,Schaffhausen,81991,2010,FS,0
Psychologie,AI,16,Appenzell Innerrhoden,16145,2010,FS,0
Psychologie,SG,17,St. Gallen,507697,2010,FS,0
Psychologie,GR,18,Graubünden,198379,2010,FS,0
Psychologie,AG,19,Aargau,677387,2010,FS,0
Psychologie,TG,20,Thurgau,276472,2010,FS,0
Psychologie,TI,21,Tessin,353343,2010,FS,0
Psychologie,VD,22,Waadt,799145,2010,FS,0
Psychologie,VS,23,Wallis,343955,2010,FS,0
Psychologie,NE,24,Neuenburg,176850,2010,FS,0
Psychologie,GE,25,Genf,499480,2010,FS,0
Psychologie,JU,26,Jura,73419,2010,FS,0
Wirtschaftswissenschaften,BS,12,Basel-Stadt,194766,2010,FS,4
Wirtschaftswissenschaften,ZH,1,Zürich,1520968,2010,FS,2
Wirtschaftswissenschaften,BE,2,Bern,1034977,2010,FS,0
Wirtschaftswissenschaften,LU,3,Luzern,409557,2010,FS,1
Wirtschaftswissenschaften,UR,4,Uri,36433,2010,FS,0
Wirtschaftswissenschaften,SZ,5,Schwyz,159165,2010,FS,0
Wirtschaftswissenschaften,OW,6,Obwalden,37841,2010,FS,0
Wirtschaftswissenschaften,GL,8,Glarus,40403,2010,FS,0
Wirtschaftswissenschaften,ZG,9,Zug,126837,2010,FS,0
Wirtschaftswissenschaften,FR,10,Freiburg,318714,2010,FS,0
Wirtschaftswissenschaften,SO,11,Solothurn,273194,2010,FS,2
Wirtschaftswissenschaften,BL,13,Basel-Landschaft,288132,2010,FS,8
Wirtschaftswissenschaften,SH,14,Schaffhausen,81991,2010,FS,0
Wirtschaftswissenschaften,AI,16,Appenzell Innerrhoden,16145,2010,FS,0
Wirtschaftswissenschaften,SG,17,St. Gallen,507697,2010,FS,0
Wirtschaftswissenschaften,GR,18,Graubünden,198379,2010,FS,1
Wirtschaftswissenschaften,AG,19,Aargau,677387,2010,FS,1
Wirtschaftswissenschaften,TG,20,Thurgau,276472,2010,FS,0
Wirtschaftswissenschaften,TI,21,Tessin,353343,2010,FS,0
Wirtschaftswissenschaften,VD,22,Waadt,799145,2010,FS,0
Wirtschaftswissenschaften,VS,23,Wallis,343955,2010,FS,0
Wirtschaftswissenschaften,NE,24,Neuenburg,176850,2010,FS,0
Wirtschaftswissenschaften,GE,25,Genf,499480,2010,FS,0
Wirtschaftswissenschaften,JU,26,Jura,73419,2010,FS,0
Philosophie II,BS,12,Basel-Stadt,194766,2010,FS,4
Philosophie II,ZH,1,Zürich,1520968,2010,FS,1
Philosophie II,BE,2,Bern,1034977,2010,FS,0
Philosophie II,LU,3,Luzern,409557,2010,FS,1
Philosophie II,UR,4,Uri,36433,2010,FS,0
Philosophie II,SZ,5,Schwyz,159165,2010,FS,0
Philosophie II,OW,6,Obwalden,37841,2010,FS,0.5
Philosophie II,GL,8,Glarus,40403,2010,FS,0
Philosophie II,ZG,9,Zug,126837,2010,FS,1
Philosophie II,FR,10,Freiburg,318714,2010,FS,0
Philosophie II,SO,11,Solothurn,273194,2010,FS,0
Philosophie II,BL,13,Basel-Landschaft,288132,2010,FS,6
Philosophie II,SH,14,Schaffhausen,81991,2010,FS,0
Philosophie II,AI,16,Appenzell Innerrhoden,16145,2010,FS,0
Philosophie II,SG,17,St. Gallen,507697,2010,FS,1
Philosophie II,GR,18,Graubünden,198379,2010,FS,1
Philosophie II,AG,19,Aargau,677387,2010,FS,2
Philosophie II,TG,20,Thurgau,276472,2010,FS,0
Philosophie II,TI,21,Tessin,353343,2010,FS,3
Philosophie II,VD,22,Waadt,799145,2010,FS,1
Philosophie II,VS,23,Wallis,343955,2010,FS,0
Philosophie II,NE,24,Neuenburg,176850,2010,FS,0
Philosophie II,GE,25,Genf,499480,2010,FS,0
Philosophie II,JU,26,Jura,73419,2010,FS,0
Lehrerausbildung,BS,12,Basel-Stadt,194766,2010,FS,0
Lehrerausbildung,ZH,1,Zürich,1520968,2010,FS,0
Lehrerausbildung,BE,2,Bern,1034977,2010,FS,0
Lehrerausbildung,LU,3,Luzern,409557,2010,FS,0
Lehrerausbildung,UR,4,Uri,36433,2010,FS,0
Lehrerausbildung,SZ,5,Schwyz,159165,2010,FS,0
Lehrerausbildung,OW,6,Obwalden,37841,2010,FS,0
Lehrerausbildung,GL,8,Glarus,40403,2010,FS,0
Lehrerausbildung,ZG,9,Zug,126837,2010,FS,0
Lehrerausbildung,FR,10,Freiburg,318714,2010,FS,0
Lehrerausbildung,SO,11,Solothurn,273194,2010,FS,0
Lehrerausbildung,BL,13,Basel-Landschaft,288132,2010,FS,0
Lehrerausbildung,SH,14,Schaffhausen,81991,2010,FS,0
Lehrerausbildung,AI,16,Appenzell Innerrhoden,16145,2010,FS,0
Lehrerausbildung,SG,17,St. Gallen,507697,2010,FS,0
Lehrerausbildung,GR,18,Graubünden,198379,2010,FS,0
Lehrerausbildung,AG,19,Aargau,677387,2010,FS,0
Lehrerausbildung,TG,20,Thurgau,276472,2010,FS,0
Lehrerausbildung,TI,21,Tessin,353343,2010,FS,0
Lehrerausbildung,VD,22,Waadt,799145,2010,FS,0
Lehrerausbildung,VS,23,Wallis,343955,2010,FS,0
Lehrerausbildung,NE,24,Neuenburg,176850,2010,FS,0
Lehrerausbildung,GE,25,Genf,499480,2010,FS,0
Lehrerausbildung,JU,26,Jura,73419,2010,FS,0
Theologie,NW,7,Nidwalden,43223,2010,FS,0
Jurisprudenz,NW,7,Nidwalden,43223,2010,FS,0
Medizin,NW,7,Nidwalden,43223,2010,FS,0
Philosophie I,NW,7,Nidwalden,43223,2010,FS,0
Psychologie,NW,7,Nidwalden,43223,2010,FS,0
Wirtschaftswissenschaften,NW,7,Nidwalden,43223,2010,FS,0
Philosophie II,NW,7,Nidwalden,43223,2010,FS,0.5
Lehrerausbildung,NW,7,Nidwalden,43223,2010,FS,0
Theologie,AR,15,Appenzell Ausserrhoden,55234,2010,FS,0
Jurisprudenz,AR,15,Appenzell Ausserrhoden,55234,2010,FS,0
Medizin,AR,15,Appenzell Ausserrhoden,55234,2010,FS,0.5
Philosophie I,AR,15,Appenzell Ausserrhoden,55234,2010,FS,0
Psychologie,AR,15,Appenzell Ausserrhoden,55234,2010,FS,0
Wirtschaftswissenschaften,AR,15,Appenzell Ausserrhoden,55234,2010,FS,0
Philosophie II,AR,15,Appenzell Ausserrhoden,55234,2010,FS,0
Lehrerausbildung,AR,15,Appenzell Ausserrhoden,55234,2010,FS,0
Theologie,BS,12,Basel-Stadt,194766,2010,HS,2
Theologie,ZH,1,Zürich,1520968,2010,HS,1
Theologie,BE,2,Bern,1034977,2010,HS,2
Theologie,LU,3,Luzern,409557,2010,HS,1
Theologie,UR,4,Uri,36433,2010,HS,0
Theologie,SZ,5,Schwyz,159165,2010,HS,0
Theologie,OW,6,Obwalden,37841,2010,HS,0
Theologie,GL,8,Glarus,40403,2010,HS,0
Theologie,ZG,9,Zug,126837,2010,HS,1
Theologie,FR,10,Freiburg,318714,2010,HS,0
Theologie,SO,11,Solothurn,273194,2010,HS,0
Theologie,BL,13,Basel-Landschaft,288132,2010,HS,1
Theologie,SH,14,Schaffhausen,81991,2010,HS,0
Theologie,AI,16,Appenzell Innerrhoden,16145,2010,HS,0
Theologie,SG,17,St. Gallen,507697,2010,HS,2
Theologie,GR,18,Graubünden,198379,2010,HS,0
Theologie,AG,19,Aargau,677387,2010,HS,1
Theologie,TG,20,Thurgau,276472,2010,HS,0
Theologie,TI,21,Tessin,353343,2010,HS,0
Theologie,VD,22,Waadt,799145,2010,HS,0
Theologie,VS,23,Wallis,343955,2010,HS,0
Theologie,NE,24,Neuenburg,176850,2010,HS,0
Theologie,GE,25,Genf,499480,2010,HS,0
Theologie,JU,26,Jura,73419,2010,HS,0
Jurisprudenz,BS,12,Basel-Stadt,194766,2010,HS,38
Jurisprudenz,ZH,1,Zürich,1520968,2010,HS,3
Jurisprudenz,BE,2,Bern,1034977,2010,HS,0
Jurisprudenz,LU,3,Luzern,409557,2010,HS,2
Jurisprudenz,UR,4,Uri,36433,2010,HS,0
Jurisprudenz,SZ,5,Schwyz,159165,2010,HS,1
Jurisprudenz,OW,6,Obwalden,37841,2010,HS,0.5
Jurisprudenz,GL,8,Glarus,40403,2010,HS,0
Jurisprudenz,ZG,9,Zug,126837,2010,HS,1
Jurisprudenz,FR,10,Freiburg,318714,2010,HS,1
Jurisprudenz,SO,11,Solothurn,273194,2010,HS,14
Jurisprudenz,BL,13,Basel-Landschaft,288132,2010,HS,102
Jurisprudenz,SH,14,Schaffhausen,81991,2010,HS,2
Jurisprudenz,AI,16,Appenzell Innerrhoden,16145,2010,HS,0.5
Jurisprudenz,SG,17,St. Gallen,507697,2010,HS,4
Jurisprudenz,GR,18,Graubünden,198379,2010,HS,2
Jurisprudenz,AG,19,Aargau,677387,2010,HS,24
Jurisprudenz,TG,20,Thurgau,276472,2010,HS,1
Jurisprudenz,TI,21,Tessin,353343,2010,HS,1
Jurisprudenz,VD,22,Waadt,799145,2010,HS,1
Jurisprudenz,VS,23,Wallis,343955,2010,HS,0
Jurisprudenz,NE,24,Neuenburg,176850,2010,HS,0
Jurisprudenz,GE,25,Genf,499480,2010,HS,0
Jurisprudenz,JU,26,Jura,73419,2010,HS,1
Medizin,BS,12,Basel-Stadt,194766,2010,HS,36
Medizin,ZH,1,Zürich,1520968,2010,HS,11
Medizin,BE,2,Bern,1034977,2010,HS,12
Medizin,LU,3,Luzern,409557,2010,HS,29
Medizin,UR,4,Uri,36433,2010,HS,2
Medizin,SZ,5,Schwyz,159165,2010,HS,8
Medizin,OW,6,Obwalden,37841,2010,HS,0.5
Medizin,GL,8,Glarus,40403,2010,HS,0
Medizin,ZG,9,Zug,126837,2010,HS,8
Medizin,FR,10,Freiburg,318714,2010,HS,2
Medizin,SO,11,Solothurn,273194,2010,HS,22
Medizin,BL,13,Basel-Landschaft,288132,2010,HS,56
Medizin,SH,14,Schaffhausen,81991,2010,HS,3
Medizin,AI,16,Appenzell Innerrhoden,16145,2010,HS,1.5
Medizin,SG,17,St. Gallen,507697,2010,HS,18
Medizin,GR,18,Graubünden,198379,2010,HS,17
Medizin,AG,19,Aargau,677387,2010,HS,45
Medizin,TG,20,Thurgau,276472,2010,HS,7
Medizin,TI,21,Tessin,353343,2010,HS,9
Medizin,VD,22,Waadt,799145,2010,HS,0
Medizin,VS,23,Wallis,343955,2010,HS,2
Medizin,NE,24,Neuenburg,176850,2010,HS,0
Medizin,GE,25,Genf,499480,2010,HS,0
Medizin,JU,26,Jura,73419,2010,HS,2
Philosophie I,BS,12,Basel-Stadt,194766,2010,HS,79
Philosophie I,ZH,1,Zürich,1520968,2010,HS,18
Philosophie I,BE,2,Bern,1034977,2010,HS,28
Philosophie I,LU,3,Luzern,409557,2010,HS,12
Philosophie I,UR,4,Uri,36433,2010,HS,0
Philosophie I,SZ,5,Schwyz,159165,2010,HS,3
Philosophie I,OW,6,Obwalden,37841,2010,HS,4.5
Philosophie I,GL,8,Glarus,40403,2010,HS,1
Philosophie I,ZG,9,Zug,126837,2010,HS,3
Philosophie I,FR,10,Freiburg,318714,2010,HS,2
Philosophie I,SO,11,Solothurn,273194,2010,HS,33
Philosophie I,BL,13,Basel-Landschaft,288132,2010,HS,97
Philosophie I,SH,14,Schaffhausen,81991,2010,HS,4
Philosophie I,AI,16,Appenzell Innerrhoden,16145,2010,HS,2.5
Philosophie I,SG,17,St. Gallen,507697,2010,HS,16
Philosophie I,GR,18,Graubünden,198379,2010,HS,12
Philosophie I,AG,19,Aargau,677387,2010,HS,58
Philosophie I,TG,20,Thurgau,276472,2010,HS,4
Philosophie I,TI,21,Tessin,353343,2010,HS,10
Philosophie I,VD,22,Waadt,799145,2010,HS,2
Philosophie I,VS,23,Wallis,343955,2010,HS,6
Philosophie I,NE,24,Neuenburg,176850,2010,HS,1
Philosophie I,GE,25,Genf,499480,2010,HS,0
Philosophie I,JU,26,Jura,73419,2010,HS,1
Psychologie,BS,12,Basel-Stadt,194766,2010,HS,39
Psychologie,ZH,1,Zürich,1520968,2010,HS,6
Psychologie,BE,2,Bern,1034977,2010,HS,9
Psychologie,LU,3,Luzern,409557,2010,HS,9
Psychologie,UR,4,Uri,36433,2010,HS,0
Psychologie,SZ,5,Schwyz,159165,2010,HS,2
Psychologie,OW,6,Obwalden,37841,2010,HS,2.5
Psychologie,GL,8,Glarus,40403,2010,HS,0
Psychologie,ZG,9,Zug,126837,2010,HS,2
Psychologie,FR,10,Freiburg,318714,2010,HS,2
Psychologie,SO,11,Solothurn,273194,2010,HS,12
Psychologie,BL,13,Basel-Landschaft,288132,2010,HS,39
Psychologie,SH,14,Schaffhausen,81991,2010,HS,1
Psychologie,AI,16,Appenzell Innerrhoden,16145,2010,HS,2
Psychologie,SG,17,St. Gallen,507697,2010,HS,6
Psychologie,GR,18,Graubünden,198379,2010,HS,6
Psychologie,AG,19,Aargau,677387,2010,HS,11
Psychologie,TG,20,Thurgau,276472,2010,HS,0
Psychologie,TI,21,Tessin,353343,2010,HS,2
Psychologie,VD,22,Waadt,799145,2010,HS,0
Psychologie,VS,23,Wallis,343955,2010,HS,0
Psychologie,NE,24,Neuenburg,176850,2010,HS,0
Psychologie,GE,25,Genf,499480,2010,HS,0
Psychologie,JU,26,Jura,73419,2010,HS,1
Wirtschaftswissenschaften,BS,12,Basel-Stadt,194766,2010,HS,40
Wirtschaftswissenschaften,ZH,1,Zürich,1520968,2010,HS,3
Wirtschaftswissenschaften,BE,2,Bern,1034977,2010,HS,2
Wirtschaftswissenschaften,LU,3,Luzern,409557,2010,HS,3
Wirtschaftswissenschaften,UR,4,Uri,36433,2010,HS,1
Wirtschaftswissenschaften,SZ,5,Schwyz,159165,2010,HS,1
Wirtschaftswissenschaften,OW,6,Obwalden,37841,2010,HS,0.5
Wirtschaftswissenschaften,GL,8,Glarus,40403,2010,HS,0
Wirtschaftswissenschaften,ZG,9,Zug,126837,2010,HS,0
Wirtschaftswissenschaften,FR,10,Freiburg,318714,2010,HS,0
Wirtschaftswissenschaften,SO,11,Solothurn,273194,2010,HS,12
Wirtschaftswissenschaften,BL,13,Basel-Landschaft,288132,2010,HS,58
Wirtschaftswissenschaften,SH,14,Schaffhausen,81991,2010,HS,0
Wirtschaftswissenschaften,AI,16,Appenzell Innerrhoden,16145,2010,HS,0
Wirtschaftswissenschaften,SG,17,St. Gallen,507697,2010,HS,2
Wirtschaftswissenschaften,GR,18,Graubünden,198379,2010,HS,1
Wirtschaftswissenschaften,AG,19,Aargau,677387,2010,HS,16
Wirtschaftswissenschaften,TG,20,Thurgau,276472,2010,HS,4
Wirtschaftswissenschaften,TI,21,Tessin,353343,2010,HS,2
Wirtschaftswissenschaften,VD,22,Waadt,799145,2010,HS,1
Wirtschaftswissenschaften,VS,23,Wallis,343955,2010,HS,0
Wirtschaftswissenschaften,NE,24,Neuenburg,176850,2010,HS,1
Wirtschaftswissenschaften,GE,25,Genf,499480,2010,HS,0
Wirtschaftswissenschaften,JU,26,Jura,73419,2010,HS,0
Philosophie II,BS,12,Basel-Stadt,194766,2010,HS,70
Philosophie II,ZH,1,Zürich,1520968,2010,HS,8
Philosophie II,BE,2,Bern,1034977,2010,HS,31
Philosophie II,LU,3,Luzern,409557,2010,HS,29
Philosophie II,UR,4,Uri,36433,2010,HS,1
Philosophie II,SZ,5,Schwyz,159165,2010,HS,1
Philosophie II,OW,6,Obwalden,37841,2010,HS,2.5
Philosophie II,GL,8,Glarus,40403,2010,HS,1
Philosophie II,ZG,9,Zug,126837,2010,HS,1
Philosophie II,FR,10,Freiburg,318714,2010,HS,10
Philosophie II,SO,11,Solothurn,273194,2010,HS,27
Philosophie II,BL,13,Basel-Landschaft,288132,2010,HS,85
Philosophie II,SH,14,Schaffhausen,81991,2010,HS,2
Philosophie II,AI,16,Appenzell Innerrhoden,16145,2010,HS,3
Philosophie II,SG,17,St. Gallen,507697,2010,HS,15
Philosophie II,GR,18,Graubünden,198379,2010,HS,7
Philosophie II,AG,19,Aargau,677387,2010,HS,43
Philosophie II,TG,20,Thurgau,276472,2010,HS,7
Philosophie II,TI,21,Tessin,353343,2010,HS,15
Philosophie II,VD,22,Waadt,799145,2010,HS,2
Philosophie II,VS,23,Wallis,343955,2010,HS,6
Philosophie II,NE,24,Neuenburg,176850,2010,HS,1
Philosophie II,GE,25,Genf,499480,2010,HS,0
Philosophie II,JU,26,Jura,73419,2010,HS,4
Lehrerausbildung,BS,12,Basel-Stadt,194766,2010,HS,0
Lehrerausbildung,ZH,1,Zürich,1520968,2010,HS,0
Lehrerausbildung,BE,2,Bern,1034977,2010,HS,0
Lehrerausbildung,LU,3,Luzern,409557,2010,HS,0
Lehrerausbildung,UR,4,Uri,36433,2010,HS,0
Lehrerausbildung,SZ,5,Schwyz,159165,2010,HS,0
Lehrerausbildung,OW,6,Obwalden,37841,2010,HS,0
Lehrerausbildung,GL,8,Glarus,40403,2010,HS,0
Lehrerausbildung,ZG,9,Zug,126837,2010,HS,0
Lehrerausbildung,FR,10,Freiburg,318714,2010,HS,0
Lehrerausbildung,SO,11,Solothurn,273194,2010,HS,0
Lehrerausbildung,BL,13,Basel-Landschaft,288132,2010,HS,0
Lehrerausbildung,SH,14,Schaffhausen,81991,2010,HS,0
Lehrerausbildung,AI,16,Appenzell Innerrhoden,16145,2010,HS,0
Lehrerausbildung,SG,17,St. Gallen,507697,2010,HS,0
Lehrerausbildung,GR,18,Graubünden,198379,2010,HS,0
Lehrerausbildung,AG,19,Aargau,677387,2010,HS,0
Lehrerausbildung,TG,20,Thurgau,276472,2010,HS,0
Lehrerausbildung,TI,21,Tessin,353343,2010,HS,0
Lehrerausbildung,VD,22,Waadt,799145,2010,HS,0
Lehrerausbildung,VS,23,Wallis,343955,2010,HS,0
Lehrerausbildung,NE,24,Neuenburg,176850,2010,HS,0
Lehrerausbildung,GE,25,Genf,499480,2010,HS,0
Lehrerausbildung,JU,26,Jura,73419,2010,HS,0
Theologie,NW,7,Nidwalden,43223,2010,HS,0
Jurisprudenz,NW,7,Nidwalden,43223,2010,HS,0.5
Medizin,NW,7,Nidwalden,43223,2010,HS,0.5
Philosophie I,NW,7,Nidwalden,43223,2010,HS,4.5
Psychologie,NW,7,Nidwalden,43223,2010,HS,2.5
Wirtschaftswissenschaften,NW,7,Nidwalden,43223,2010,HS,0.5
Philosophie II,NW,7,Nidwalden,43223,2010,HS,2.5
Lehrerausbildung,NW,7,Nidwalden,43223,2010,HS,0
Theologie,AR,15,Appenzell Ausserrhoden,55234,2010,HS,0
Jurisprudenz,AR,15,Appenzell Ausserrhoden,55234,2010,HS,0.5
Medizin,AR,15,Appenzell Ausserrhoden,55234,2010,HS,1.5
Philosophie I,AR,15,Appenzell Ausserrhoden,55234,2010,HS,2.5
Psychologie,AR,15,Appenzell Ausserrhoden,55234,2010,HS,2
Wirtschaftswissenschaften,AR,15,Appenzell Ausserrhoden,55234,2010,HS,0
Philosophie II,AR,15,Appenzell Ausserrhoden,55234,2010,HS,3
Lehrerausbildung,AR,15,Appenzell Ausserrhoden,55234,2010,HS,0
Theologie,BS,12,Basel-Stadt,194766,2011,FS,2
Theologie,ZH,1,Zürich,1520968,2011,FS,0
